Price,Open,High,Low,Close,Volume
Ticker,2314.TW,2314.TW,2314.TW,2314.TW,2314.TW
Date,,,,,
2024-01-02,89.05474853515625,90.5983657836914,88.46105194091797,90.00466918945312,459618
2024-01-03,90.00466918945312,90.00466918945312,88.81726837158203,88.81726837158203,275939
2024-01-04,88.9360122680664,88.9360122680664,87.03617858886719,87.03617858886719,486827
2024-01-05,87.15491485595703,87.74861145019531,87.03617858886719,87.62987518310547,264622
2024-01-08,87.62987518310547,87.74861145019531,86.44247436523438,86.44247436523438,315980
2024-01-09,86.32373809814453,87.62987518310547,85.8487777709961,85.96752166748047,296696
2024-01-10,86.08625793457031,86.08625793457031,83.94894409179688,84.42390441894531,548140
2024-01-11,83.83020782470703,85.0176010131836,83.71146392822266,84.54264068603516,271787
2024-01-12,84.66138458251953,84.78012084960938,83.47398376464844,84.30516052246094,217033
2024-01-15,84.30516052246094,85.13633728027344,84.06768035888672,85.0176010131836,287189
2024-01-16,85.25508117675781,86.20499420166016,84.54264068603516,85.49256134033203,363291
2024-01-17,85.0176010131836,85.37381744384766,83.71146392822266,83.94894409179688,304163
2024-01-18,84.54264068603516,85.25508117675781,83.71146392822266,84.30516052246094,144400
2024-01-19,84.30516052246094,85.0176010131836,83.71146392822266,83.94894409179688,246471
2024-01-22,84.54264068603516,84.54264068603516,83.47398376464844,83.71146392822266,399865
2024-01-23,83.83020782470703,85.0176010131836,83.71146392822266,85.0176010131836,330000
2024-01-24,85.0176010131836,85.49256134033203,83.83020782470703,84.06768035888672,477603
2024-01-25,84.30516052246094,84.30516052246094,83.23650360107422,83.59272766113281,389358
2024-01-26,83.59272766113281,83.59272766113281,81.45541381835938,81.57415008544922,932019
2024-01-29,81.57415008544922,81.93036651611328,79.91179656982422,80.86170959472656,622870
2024-01-30,80.98045349121094,80.98045349121094,79.67431640625,79.79305267333984,368955
2024-01-31,79.79305267333984,79.79305267333984,78.8431396484375,79.08061981201172,416128
2024-02-01,78.8431396484375,79.08061981201172,78.13069915771484,78.48692321777344,509550
2024-02-02,78.8431396484375,80.38675689697266,78.72439575195312,78.8431396484375,455643
2024-02-05,78.8431396484375,78.8431396484375,76.70582580566406,77.1807861328125,342548
2024-02-15,75.87464904785156,78.48692321777344,75.28095245361328,78.13069915771484,460315
2024-02-16,78.36817932128906,80.5054931640625,77.53700256347656,80.03053283691406,379454
2024-02-19,80.26801300048828,80.98045349121094,80.14927673339844,80.5054931640625,253522
2024-02-20,80.74297332763672,80.74297332763672,79.08061981201172,79.31809997558594,227205
2024-02-21,79.43683624267578,79.55558013916016,78.8431396484375,78.96187591552734,195248
2024-02-22,79.08061981201172,79.67431640625,78.8431396484375,79.19935607910156,182561
2024-02-23,79.19935607910156,81.57415008544922,78.60565948486328,80.38675689697266,546367
2024-02-26,80.38675689697266,81.09918975830078,79.31809997558594,79.55558013916016,310435
2024-02-27,79.55558013916016,79.55558013916016,77.53700256347656,77.6557388305664,339780
2024-02-29,76.8245620727539,77.53700256347656,76.46834564208984,76.94330596923828,274985
2024-03-01,76.94330596923828,78.36817932128906,76.94330596923828,77.6557388305664,237065
2024-03-04,78.60565948486328,84.06768035888672,77.6557388305664,83.11776733398438,1393243
2024-03-05,82.1678466796875,82.9990234375,80.98045349121094,81.45541381835938,634134
2024-03-06,81.45541381835938,84.06768035888672,80.98045349121094,81.21793365478516,441108
2024-03-07,80.74297332763672,80.74297332763672,78.36817932128906,78.60565948486328,576071
2024-03-08,78.60565948486328,79.31809997558594,76.46834564208984,76.94330596923828,455233
2024-03-11,77.06204223632812,78.60565948486328,76.70582580566406,77.53700256347656,514413
2024-03-12,77.53700256347656,82.40532684326172,76.8245620727539,81.57415008544922,1296998
2024-03-13,82.04911041259766,82.1678466796875,78.48692321777344,79.79305267333984,702399
2024-03-14,80.26801300048828,80.26801300048828,77.77448272705078,77.89321899414062,348017
2024-03-15,78.60565948486328,80.14927673339844,78.13069915771484,78.48692321777344,456982
2024-03-18,79.08061981201172,79.08061981201172,77.29952239990234,78.011962890625,294900
2024-03-19,77.89321899414062,77.89321899414062,77.1807861328125,77.41826629638672,328485
2024-03-20,77.77448272705078,77.77448272705078,76.23086547851562,76.23086547851562,531868
2024-03-21,76.46834564208984,77.6557388305664,76.349609375,77.6557388305664,390023
2024-03-22,77.6557388305664,81.336669921875,77.1807861328125,80.26801300048828,997012
2024-03-25,80.26801300048828,80.38675689697266,79.08061981201172,79.19935607910156,445206
2024-03-26,79.55558013916016,79.55558013916016,77.1807861328125,77.41826629638672,512570
2024-03-27,77.41826629638672,80.5054931640625,76.70582580566406,79.79305267333984,661090
2024-03-28,80.26801300048828,84.30516052246094,80.03053283691406,82.76155090332031,1988291
2024-03-29,83.59272766113281,83.94894409179688,80.98045349121094,80.98045349121094,981137
2024-04-01,81.21793365478516,81.6928939819336,79.67431640625,79.91179656982422,355650
2024-04-02,80.26801300048828,80.26801300048828,79.19935607910156,79.19935607910156,298427
2024-04-03,78.72439575195312,78.8431396484375,78.24944305419922,78.24944305419922,340173
2024-04-08,78.60565948486328,80.86170959472656,78.48692321777344,80.03053283691406,406832
2024-04-09,80.5054931640625,80.74297332763672,79.55558013916016,80.14927673339844,368643
2024-04-10,81.09918975830078,83.3552474975586,80.03053283691406,82.04911041259766,924170
2024-04-11,81.21793365478516,81.21793365478516,78.48692321777344,78.8431396484375,673717
2024-04-12,79.08061981201172,79.43683624267578,78.36817932128906,78.48692321777344,335549
2024-04-15,78.48692321777344,78.48692321777344,77.1807861328125,77.6557388305664,461648
2024-04-16,78.48692321777344,78.48692321777344,71.95623779296875,74.3310317993164,914199
2024-04-17,74.44976806640625,75.51842498779297,74.3310317993164,74.68724822998047,275168
2024-04-18,74.68724822998047,74.68724822998047,73.14363861083984,73.4998550415039,319507
2024-04-19,73.61859130859375,73.85607147216797,72.07498168945312,72.19371795654297,483562
2024-04-22,72.43119812011719,73.4998550415039,71.0063247680664,71.12506103515625,436453
2024-04-23,71.2437973022461,72.07498168945312,71.12506103515625,71.2437973022461,259902
2024-04-24,71.48127746582031,72.6686782836914,71.48127746582031,72.6686782836914,233845
2024-04-25,72.31245422363281,72.31245422363281,71.71875762939453,71.8375015258789,146788
2024-04-26,73.14363861083984,73.14363861083984,71.48127746582031,71.8375015258789,187480
2024-04-29,71.8375015258789,72.90615844726562,71.8375015258789,72.31245422363281,188255
2024-04-30,72.6686782836914,75.87464904785156,72.6686782836914,75.75590515136719,477006
2024-05-02,74.80599212646484,75.04347229003906,74.21229553222656,74.21229553222656,260388
2024-05-03,75.1622085571289,75.28095245361328,73.61859130859375,73.61859130859375,190674
2024-05-06,73.61859130859375,74.3310317993164,73.26237487792969,73.4998550415039,268642
2024-05-07,73.73733520507812,74.80599212646484,73.14363861083984,73.4998550415039,176621
2024-05-08,73.14363861083984,73.61859130859375,72.54993438720703,72.6686782836914,167860
2024-05-09,73.61859130859375,73.61859130859375,71.71875762939453,71.71875762939453,242301
2024-05-10,72.6686782836914,72.6686782836914,71.2437973022461,71.60002136230469,168983
2024-05-13,72.54993438720703,72.54993438720703,71.2437973022461,71.36254119873047,368242
2024-05-14,71.95623779296875,72.31245422363281,71.2437973022461,72.19371795654297,374097
2024-05-15,72.54993438720703,72.54993438720703,71.36254119873047,71.36254119873047,379090
2024-05-16,71.60002136230469,71.71875762939453,71.2437973022461,71.71875762939453,394677
2024-05-17,71.71875762939453,72.54993438720703,71.71875762939453,72.31245422363281,321629
2024-05-20,72.31245422363281,75.75590515136719,72.31245422363281,75.28095245361328,1128397
2024-05-21,75.87464904785156,75.9933853149414,73.73733520507812,75.28095245361328,608169
2024-05-22,75.63716888427734,81.6928939819336,74.56851196289062,80.03053283691406,2053518
2024-05-23,80.14927673339844,80.26801300048828,77.06204223632812,77.41826629638672,973232
2024-05-24,77.41826629638672,79.31809997558594,76.11212921142578,78.72439575195312,650835
2024-05-27,79.79305267333984,79.91179656982422,78.8431396484375,79.08061981201172,672053
2024-05-28,80.62423706054688,80.62423706054688,78.36817932128906,78.72439575195312,558312
2024-05-29,78.60565948486328,81.09918975830078,78.48692321777344,80.38675689697266,1004825
2024-05-30,80.26801300048828,80.26801300048828,77.6557388305664,77.6557388305664,720461
2024-05-31,77.89321899414062,79.08061981201172,76.70582580566406,76.8245620727539,432987
2024-06-03,77.1807861328125,77.6557388305664,75.51842498779297,75.9933853149414,462620
2024-06-04,76.23086547851562,77.1807861328125,75.28095245361328,75.28095245361328,370448
2024-06-05,76.70582580566406,76.70582580566406,75.1622085571289,75.39968872070312,281841
2024-06-06,75.9933853149414,75.9933853149414,73.38111114501953,73.4998550415039,496460
2024-06-07,74.92472839355469,75.04347229003906,73.61859130859375,74.3310317993164,250327
2024-06-11,75.04347229003906,75.39968872070312,73.26237487792969,73.26237487792969,335376
2024-06-12,73.26237487792969,73.61859130859375,72.6686782836914,72.6686782836914,275302
2024-06-13,72.6686782836914,73.14363861083984,72.43119812011719,72.6686782836914,360589
2024-06-14,74.3310317993164,79.91179656982422,74.3310317993164,79.91179656982422,1742399
2024-06-17,81.45541381835938,82.64280700683594,80.26801300048828,80.38675689697266,2782994
2024-06-18,80.98045349121094,81.93036651611328,78.36817932128906,80.5054931640625,1385167
2024-06-19,80.74297332763672,80.74297332763672,78.36817932128906,78.36817932128906,833674
2024-06-20,78.36817932128906,80.74297332763672,78.011962890625,79.67431640625,772060
2024-06-21,79.55558013916016,84.42390441894531,78.72439575195312,82.9990234375,2309824
2024-06-24,82.88028717041016,82.88028717041016,79.31809997558594,79.31809997558594,1267041
2024-06-25,79.08061981201172,79.08061981201172,76.8245620727539,78.60565948486328,463508
2024-06-26,78.72439575195312,79.19935607910156,77.1807861328125,77.1807861328125,454258
2024-06-27,77.1807861328125,78.24944305419922,76.70582580566406,76.94330596923828,430848
2024-06-28,77.1807861328125,77.53700256347656,76.70582580566406,76.94330596923828,497416
2024-07-01,77.1807861328125,77.53700256347656,76.46834564208984,76.46834564208984,356196
2024-07-02,77.1807861328125,77.77448272705078,76.349609375,77.41826629638672,368714
2024-07-03,78.13069915771484,78.96187591552734,77.41826629638672,78.011962890625,402420
2024-07-04,78.72439575195312,79.55558013916016,78.011962890625,79.43683624267578,542871
2024-07-05,79.79305267333984,80.14927673339844,78.24944305419922,79.31809997558594,663575
2024-07-08,79.67431640625,82.5240707397461,78.48692321777344,80.14927673339844,1095270
2024-07-09,80.03053283691406,80.03053283691406,76.70582580566406,76.8245620727539,869898
2024-07-10,76.94330596923828,78.36817932128906,76.94330596923828,78.011962890625,316342
2024-07-11,78.13069915771484,78.13069915771484,76.8245620727539,77.41826629638672,466283
2024-07-12,77.41826629638672,79.43683624267578,76.70582580566406,77.53700256347656,447111
2024-07-15,77.6557388305664,77.77448272705078,75.75590515136719,75.87464904785156,682447
2024-07-16,75.9933853149414,76.94330596923828,75.9933853149414,76.11212921142578,250865
2024-07-17,77.1807861328125,79.79305267333984,77.1807861328125,78.8431396484375,933904
2024-07-18,77.89321899414062,78.36817932128906,76.8245620727539,77.6557388305664,329318
2024-07-19,77.77448272705078,77.77448272705078,74.80599212646484,74.80599212646484,582942
2024-07-22,73.61859130859375,74.68724822998047,72.19371795654297,73.61859130859375,423054
2024-07-23,73.61859130859375,74.92472839355469,73.61859130859375,73.85607147216797,204619
2024-07-26,72.6686782836914,72.6686782836914,71.48127746582031,72.43119812011719,200439
2024-07-29,73.02489471435547,73.61859130859375,71.36254119873047,71.48127746582031,332814
2024-07-30,71.71875762939453,72.6686782836914,71.2437973022461,72.6686782836914,208605
2024-07-31,72.54993438720703,72.78741455078125,71.60002136230469,72.54993438720703,131628
2024-08-01,72.90615844726562,74.09355163574219,72.6686782836914,73.61859130859375,223334
2024-08-02,72.43119812011719,72.90615844726562,71.48127746582031,71.60002136230469,318670
2024-08-05,70.05640411376953,70.05640411376953,64.47563934326172,64.47563934326172,802875
2024-08-06,66.01925659179688,66.2567367553711,59.6073112487793,62.69454574584961,571822
2024-08-07,62.69454574584961,66.2567367553711,62.69454574584961,65.30681610107422,250892
2024-08-08,63.88194274902344,64.47563934326172,63.05076217651367,63.64446258544922,198993
2024-08-09,63.76320266723633,65.54429626464844,63.64446258544922,63.64446258544922,306388
2024-08-12,63.88194274902344,65.54429626464844,63.88194274902344,64.59437561035156,206075
2024-08-13,64.83185577392578,64.83185577392578,62.33832550048828,64.11942291259766,175277
2024-08-14,65.30681610107422,65.30681610107422,63.64446258544922,64.00067901611328,135630
2024-08-15,64.35689544677734,65.0693359375,63.52572250366211,63.76320266723633,169032
2024-08-16,64.11942291259766,64.83185577392578,63.88194274902344,64.11942291259766,268846
2024-08-19,64.59437561035156,65.0693359375,62.93202209472656,63.88194274902344,259009
2024-08-20,64.11942291259766,65.30681610107422,64.00067901611328,64.2381591796875,362198
2024-08-21,64.59437561035156,64.95059967041016,63.64446258544922,64.35689544677734,195606
2024-08-22,64.83185577392578,64.83185577392578,63.88194274902344,64.11942291259766,192248
2024-08-23,64.11942291259766,65.66303253173828,63.64446258544922,65.30681610107422,416891
2024-08-26,65.30681610107422,67.68161010742188,65.30681610107422,65.54429626464844,356421
2024-08-27,66.2567367553711,66.2567367553711,64.59437561035156,65.54429626464844,197420
2024-08-28,68.39405059814453,72.07498168945312,67.32539367675781,72.07498168945312,1242453
2024-08-29,72.19371795654297,77.6557388305664,71.2437973022461,76.58708190917969,2775414
2024-08-30,75.9933853149414,75.9933853149414,73.85607147216797,74.68724822998047,1167030
2024-09-02,74.80599212646484,74.80599212646484,72.90615844726562,73.02489471435547,452248
2024-09-03,73.14363861083984,75.28095245361328,71.60002136230469,71.71875762939453,374517
2024-09-04,66.49420928955078,70.76884460449219,66.49420928955078,68.86900329589844,426189
2024-09-05,70.76884460449219,70.88758087158203,68.15657043457031,68.86900329589844,267982
2024-09-06,70.29388427734375,70.29388427734375,68.27530670166016,68.39405059814453,185489
2024-09-09,66.96916961669922,67.9190902709961,66.61295318603516,67.32539367675781,285576
2024-09-10,68.15657043457031,69.34396362304688,66.49420928955078,67.0879135131836,256882
2024-09-11,67.44412994384766,67.44412994384766,65.0693359375,65.54429626464844,345003
2024-09-12,66.49420928955078,66.96916961669922,66.13799285888672,66.2567367553711,201409
2024-09-13,66.49420928955078,72.78741455078125,66.49420928955078,72.6686782836914,1194220
2024-09-16,71.12506103515625,75.63716888427734,71.0063247680664,72.78741455078125,857011
2024-09-18,72.78741455078125,72.78741455078125,70.17514038085938,70.53136444091797,398821
2024-09-19,70.76884460449219,71.2437973022461,70.05640411376953,70.76884460449219,143380
2024-09-20,71.71875762939453,72.31245422363281,70.4126205444336,70.76884460449219,227096
2024-09-23,70.76884460449219,71.8375015258789,70.29388427734375,70.29388427734375,142710
2024-09-24,70.53136444091797,71.0063247680664,69.70018768310547,70.65010070800781,132796
2024-09-25,70.88758087158203,71.95623779296875,70.76884460449219,70.88758087158203,318050
2024-09-26,71.71875762939453,71.71875762939453,70.76884460449219,70.88758087158203,199153
2024-09-27,71.71875762939453,71.95623779296875,70.88758087158203,71.2437973022461,224052
2024-09-30,71.0063247680664,71.60002136230469,70.29388427734375,71.12506103515625,137807
2024-10-01,71.12506103515625,71.12506103515625,70.05640411376953,70.17514038085938,187945
2024-10-04,70.88758087158203,70.88758087158203,68.86900329589844,69.10648345947266,199300
2024-10-07,69.34396362304688,70.4126205444336,69.10648345947266,70.05640411376953,143214
2024-10-08,70.76884460449219,70.76884460449219,69.34396362304688,69.34396362304688,129516
2024-10-09,69.46270751953125,69.70018768310547,68.15657043457031,68.15657043457031,221914
2024-10-11,67.9190902709961,69.22522735595703,67.68161010742188,68.51278686523438,180559
2024-10-14,68.63153076171875,70.88758087158203,67.20664978027344,69.81892395019531,213648
2024-10-15,69.81892395019531,70.65010070800781,69.34396362304688,69.5814437866211,175083
2024-10-16,69.5814437866211,73.38111114501953,69.10648345947266,71.60002136230469,505751
